timestamp,frequency,duration
6.066213152,142.166,0.104489796
6.176507937,156.649,0.487619048
6.669931973,129.409,0.313469388
7.250430839,101.14,0.330884354
7.587120181,107.487,0.644353741
8.440453515,117.845,0.249614512
8.695873016,128.27,0.412154195
9.113832200,139.08,0.597913832
9.717551020,157.11,1.044897959
10.965623583,182.025,0.011609977
10.983038549,205.056,1.137777778
12.126621315,202.553,0.098684807
12.231111111,214.36,0.029024943
13.154104308,142.84,0.133514739
13.328253968,200.325,0.029024943
13.363083900,228.84,0.110294785
13.479183673,259.566,0.638548753
14.123537415,223.891,0.011609977
14.140952381,198.352,0.040634921
14.187392290,216.661,0.005804989
14.216417234,233.959,0.104489796
14.442811791,205.91,0.986848073
15.435464853,185.265,0.034829932
15.476099773,154.458,0.034829932
15.580589569,130.511,1.155192744
16.741587302,143.253,1.097142857
17.844535147,154.351,1.567346939
19.417687075,127.58,0.063854875
20.369705215,153.102,0.325079365
20.706394558,146.352,0.034829932
20.787664399,151.755,0.110294785
21.008253968,156.688,0.441179138
21.466848073,157.182,0.046439909
21.524897959,154.725,0.017414966
21.577142857,195.905,0.052244898
21.635192744,241.873,0.116099773
21.757097506,261.533,1.712471655
23.481179138,231.802,0.516643991
24.003628118,204.987,1.201632653
25.211065760,197.155,1.555736961
26.772607710,181.651,0.005804989
26.784217687,170.507,0.052244898
27.683990930,176.672,0.638548753
28.456054422,195.121,0.098684807
28.740498866,194.174,0.179954649
28.926258503,206.73,1.921451247
31.021859410,149.952,1.010068027
32.043537415,150.837,0.162539683
32.351201814,125.063,1.131972789
33.488979592,101.272,0.684988662
34.812517007,122.996,0.098684807
34.917006803,146.666,0.156734694
35.079546485,158.086,0.359909297
35.445260771,135.022,0.058049887
35.596190476,125.6,0.267029478
36.095419501,104.891,0.824308390
37.221587302,121.4,0.267029478
37.494421769,130.976,0.731428571
38.260680272,153.998,1.033287982
39.311383220,148.748,0.034829932
39.555192744,192.619,0.116099773
39.677097506,209.78,1.277097506
41.935238095,231.029,0.139319728
42.080362812,267.246,0.748843537
42.835011338,230.324,0.052244898
42.910476190,234.936,0.104489796
43.154285714,206.905,1.102947846
44.263038549,175.303,0.023219955
44.292063492,132.153,1.219047619
45.516916100,147.15,1.085532880
46.625668934,145.837,0.040634921
46.805623583,159.439,0.621133787
47.467392290,157.473,0.365714286
47.838911565,147.02,0.290249433
48.134965986,139.706,0.081269841
49.284353741,139.432,0.174149660
49.464308390,153.216,0.510839002
49.980952381,134.369,0.058049887
50.068027211,156.014,0.354104308
50.427936508,186.142,0.052244898
50.485986395,238.367,0.127709751
50.619501134,261.237,1.532517007
52.250702948,227.224,0.487619048
52.761541950,206.103,1.213242630
53.980589569,196.434,1.474467120
56.337414966,172.757,0.650158730
57.190748299,195.541,0.301859410
57.498412698,161.795,0.081269841
57.602902494,191.747,0.116099773
57.724807256,207.689,2.083990930
59.907482993,152.24,0.748843537
60.714376417,141.069,0.046439909
61.201995465,129.072,1.131972789
62.339773243,104.07,0.534058957
62.879637188,114.256,0.058049887
63.674920635,232.329,0.127709751
63.808435374,260.757,0.632743764
64.446984127,226.565,0.040634921
64.505034014,262.523,1.271292517
65.782131519,268.239,0.011609977
65.828571429,279.063,1.143582766
67.047619048,268.894,0.261224490
67.314648526,308.335,1.050702948
68.371156463,309.867,0.011609977
68.400181406,289.231,0.185759637
68.591746032,308.207,1.544126984
70.141678005,260.029,0.029024943
70.188117914,312.355,0.243809524
70.704761905,178.913,0.052244898
70.762811791,219.098,0.034829932
70.826666667,268.257,0.220589569
71.209795918,262.934,0.534058957
71.749659864,217.742,0.046439909
71.871564626,191.224,0.081269841
72.016689342,234.996,0.981043084
73.224126984,266.434,0.841723356
74.425759637,276.198,1.068117914
75.575147392,260.456,0.174149660
75.755102041,277.644,1.340952381
77.862312925,267.034,0.603718821
78.471836735,288.385,0.522448980
79.191655329,265.052,1.602176871
81.037641723,235.301,0.417959184
81.461405896,198.342,0.046439909
81.531065760,209.278,1.201632653
82.738503401,199.294,0.063854875
82.808163265,197.751,1.393197279
84.207165533,198.45,0.075464853
85.298503401,175.669,0.301859410
85.611972789,199.353,0.580498866
86.198276644,172.762,0.023219955
86.250521542,200.535,0.087074830
86.366621315,209.813,0.911383220
87.283809524,187.62,0.011609977
87.318639456,118.149,0.087074830
87.446349206,128.294,0.348299320
87.800453515,137.851,0.725623583
88.706031746,148.746,0.864943311
89.658049887,144.679,0.261224490
89.925079365,155.861,0.406349206
90.337233560,167.648,0.435374150
90.778412698,153.928,0.365714286
91.149931973,154.5,0.267029478
92.386394558,144.079,0.214784580
92.606984127,156.41,0.470204082
93.082993197,144.238,0.203174603
93.512562358,191.573,0.214784580
93.733151927,207.968,0.922993197
94.661950113,174.73,0.104489796
94.812879819,203.487,0.928798186
95.747482993,176.258,0.168344671
95.985487528,203.768,0.789478458
97.140680272,175.822,0.789478458
97.935963719,159.6,0.069659864
98.063673469,175.497,0.121904762
98.243628118,177.399,1.108752834
99.381405896,176.688,0.580498866
100.733968254,199.692,0.092879819
100.832653061,236.692,1.230657596
102.069115646,278.578,0.673378685
102.748299320,267.038,0.609523810
103.363628118,239.845,0.110294785
103.479727891,240.527,0.470204082
103.955736961,213.651,0.696598639
104.658140590,184.981,0.005804989
104.687165533,208.832,1.677641723
106.370612245,197.75,2.821224490
111.066848073,155.465,0.911383220
112.001451247,161.536,0.261224490
112.268480726,185.903,0.121904762
112.396190476,208.526,1.422222222
113.824217687,238.581,0.580498866
114.427936508,259.691,0.563083900
114.996825397,220.676,0.034829932
115.043265306,253.677,0.011609977
115.083900227,278.087,0.812698413
115.914013605,287.779,0.040634921
115.960453515,310.885,2.716734694
118.682993197,255.692,0.034829932
122.264671202,205.455,0.998458050
123.280544218,237.305,0.957823129
124.244172336,260.914,2.339410431
127.204716553,244.552,0.208979592
127.419501134,272.528,1.120362812
128.580498866,235.541,1.248072562
129.973696145,204.929,1.015873016
130.995374150,211.463,1.753106576
132.754285714,210.966,0.272834467